nameWithOwner,createdAt,updatedAt,primaryLanguage,mergedPRs,releases,totalIssues,closedIssues
vercel/swr,2019-10-28T18:16:01Z,2025-08-19T15:06:17Z,TypeScript,795,123,958,817
ziadoz/awesome-php,2013-11-26T03:14:19Z,2025-08-19T11:55:41Z,,453,0,153,152
Trinea/android-open-project,2014-01-05T15:20:15Z,2025-08-19T07:20:33Z,,204,0,86,75
chatanywhere/GPT_API_free,2023-04-23T12:42:08Z,2025-08-19T17:11:23Z,Python,1,0,377,353
v2fly/v2ray-core,2019-04-15T10:05:54Z,2025-08-19T19:14:00Z,Go,909,111,1040,1002
CherryHQ/cherry-studio,2024-05-24T01:56:26Z,2025-08-19T20:06:53Z,TypeScript,1899,190,6263,5746
shardeum/shardeum,2024-04-16T22:37:25Z,2025-08-19T19:32:44Z,TypeScript,325,0,38,33
binarywang/WxJava,2016-01-06T08:24:05Z,2025-08-19T15:44:42Z,Java,1053,30,2371,2307
facebookresearch/fairseq,2017-08-29T16:26:12Z,2025-08-19T17:09:05Z,Python,234,16,4247,3056
mpv-player/mpv,2012-10-13T08:08:44Z,2025-08-19T20:20:51Z,C,3499,87,10540,9639
vnpy/vnpy,2015-03-02T03:36:58Z,2025-08-19T19:47:35Z,Python,1055,64,2127,2109
hasura/graphql-engine,2018-06-18T07:57:36Z,2025-08-19T17:37:32Z,TypeScript,2110,294,6381,4147
yunjey/pytorch-tutorial,2017-03-10T07:41:47Z,2025-08-19T17:49:41Z,Python,28,0,180,114
zeromicro/go-zero,2020-08-07T15:37:57Z,2025-08-19T16:16:25Z,Go,2319,140,1863,1641
open-mmlab/mmdetection,2018-08-22T07:06:06Z,2025-08-19T10:06:23Z,Python,2359,53,8497,6745
mouredev/Hello-Python,2022-08-03T17:14:53Z,2025-08-19T17:52:14Z,Python,0,0,304,286
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,2023-03-27T09:59:10Z,2025-08-19T19:29:27Z,Python,475,7,1914,1297
floating-ui/floating-ui,2016-03-29T17:00:47Z,2025-08-19T14:40:25Z,TypeScript,1188,493,1455,1428
remix-run/remix,2020-10-26T19:57:28Z,2025-08-19T20:05:18Z,TypeScript,3441,175,2606,2602
qier222/YesPlayMusic,2020-10-09T10:04:21Z,2025-08-19T16:56:31Z,Vue,288,31,1799,1191
niklasvh/html2canvas,2011-07-16T01:05:58Z,2025-08-19T16:19:26Z,TypeScript,186,45,2619,1660
RSSNext/Folo,2024-04-08T03:23:35Z,2025-08-19T17:42:18Z,TypeScript,1253,70,2242,2044
kuchin/awesome-cto,2016-12-16T19:22:18Z,2025-08-19T16:51:19Z,,18,0,11,11
amix/vimrc,2012-05-29T16:19:29Z,2025-08-19T11:35:38Z,Vim Script,107,0,522,510
labstack/echo,2015-03-01T17:43:01Z,2025-08-19T20:11:52Z,Go,592,109,1465,1392
ReactiveX/rxjs,2015-03-15T06:17:10Z,2025-08-19T11:43:12Z,TypeScript,2588,2,3161,2941
airbnb/lottie-web,2015-02-20T21:02:59Z,2025-08-19T15:27:50Z,JavaScript,136,0,2894,2125
microsoft/MS-DOS,2018-06-25T18:26:02Z,2025-08-19T15:24:52Z,Assembly,37,0,0,0
servo/servo,2012-02-08T19:07:25Z,2025-08-19T20:06:13Z,HTML,20469,0,13988,10984
IceWhaleTech/CasaOS,2021-09-26T02:33:09Z,2025-08-19T19:48:43Z,Go,274,97,1552,879
lutzroeder/netron,2010-12-26T12:53:43Z,2025-08-19T16:50:15Z,JavaScript,1,2,1222,1201
cockroachdb/cockroach,2014-02-06T00:18:47Z,2025-08-19T19:52:06Z,Go,67596,0,75581,69129
backstage/backstage,2020-01-24T22:39:49Z,2025-08-19T19:52:40Z,TypeScript,18946,440,7045,6687
xyflow/xyflow,2019-07-15T14:47:30Z,2025-08-19T20:09:32Z,TypeScript,1400,347,2268,2183
mli/paper-reading,2021-10-22T06:34:51Z,2025-08-19T14:26:42Z,,15,0,0,0
cursor/cursor,2023-03-12T00:19:42Z,2025-08-19T15:58:38Z,,46,0,3230,1212
mqyqingfeng/Blog,2017-03-13T10:04:33Z,2025-08-18T15:32:37Z,,3,0,361,100
ianstormtaylor/slate,2016-06-18T01:52:42Z,2025-08-19T17:00:34Z,TypeScript,1938,203,3195,2528
google-ai-edge/mediapipe,2019-06-13T19:16:41Z,2025-08-19T17:36:46Z,C++,201,63,5468,5028
dokku/dokku,2013-06-08T10:26:57Z,2025-08-19T10:16:26Z,Shell,4154,300,2797,2753
lovell/sharp,2013-08-19T20:24:24Z,2025-08-19T16:49:37Z,JavaScript,301,99,3980,3864
0xAX/linux-insides,2015-01-03T18:44:57Z,2025-08-18T19:24:21Z,Python,579,0,189,153
OpenCut-app/OpenCut,2025-06-22T08:02:17Z,2025-08-19T17:31:54Z,TypeScript,177,0,180,70
mathiasbynens/dotfiles,2011-09-05T18:07:54Z,2025-08-19T19:26:54Z,Shell,44,0,392,254
coolsnowwolf/lede,2017-09-06T07:39:03Z,2025-08-19T20:17:22Z,C,2020,6,9146,8379
blueimp/jQuery-File-Upload,2010-12-01T15:35:32Z,2025-08-16T14:18:46Z,PHP,119,0,3307,3258
MonitorControl/MonitorControl,2017-09-16T21:13:40Z,2025-08-19T17:33:23Z,Swift,216,26,982,968
schollz/croc,2017-10-17T15:20:18Z,2025-08-19T14:27:14Z,Go,236,175,540,530
ocrmypdf/OCRmyPDF,2013-12-20T08:26:28Z,2025-08-19T20:01:06Z,Python,153,41,1268,1137
filebrowser/filebrowser,2015-09-11T21:21:58Z,2025-08-19T19:44:42Z,Go,606,97,2746,2726
kubernetes/minikube,2016-04-15T22:38:35Z,2025-08-19T19:43:04Z,Go,8773,151,10112,9604
1Panel-dev/1Panel,2022-07-19T15:44:52Z,2025-08-19T19:26:34Z,Go,3803,96,5375,4740
vadimdemedes/ink,2017-06-12T06:12:28Z,2025-08-19T19:11:17Z,TypeScript,233,62,375,302
derailed/k9s,2019-01-25T18:46:02Z,2025-08-19T18:11:18Z,Go,830,248,2137,1725
khoj-ai/khoj,2021-08-16T01:48:44Z,2025-08-19T18:06:38Z,Python,474,158,552,475
paperless-ngx/paperless-ngx,2022-02-12T21:56:52Z,2025-08-19T19:02:10Z,Python,2560,122,2098,2098
alibaba/p3c,2017-06-23T06:15:51Z,2025-08-19T14:08:59Z,Kotlin,62,0,858,697
XTLS/Xray-core,2020-11-09T11:23:10Z,2025-08-19T20:17:13Z,Go,1013,90,2553,2543
apache/kafka,2011-08-15T18:06:16Z,2025-08-19T20:17:46Z,Java,11801,0,0,0
codex-team/editor.js,2015-11-28T20:56:35Z,2025-08-19T20:22:14Z,TypeScript,863,102,1520,921
fish-shell/fish-shell,2012-05-10T03:00:55Z,2025-08-19T19:53:48Z,Rust,2143,48,7660,7183
donnemartin/interactive-coding-challenges,2015-04-28T21:36:39Z,2025-08-19T18:27:18Z,Python,176,0,69,32
SortableJS/Sortable,2013-12-19T10:10:13Z,2025-08-19T16:42:44Z,JavaScript,248,30,1817,1344
awesome-foss/awesome-sysadmin,2014-12-23T08:41:22Z,2025-08-19T20:23:54Z,,329,0,102,88
ityouknow/spring-boot-examples,2016-11-05T05:32:33Z,2025-08-19T14:46:11Z,Java,7,0,109,99
juanfont/headscale,2020-06-21T09:21:05Z,2025-08-19T19:49:56Z,Go,1053,124,1091,996
Textualize/textual,2021-04-08T15:24:47Z,2025-08-19T19:39:54Z,Python,2176,185,2258,2074
google/comprehensive-rust,2022-12-21T15:17:24Z,2025-08-19T15:21:29Z,Rust,2172,0,345,234
microsoft/calculator,2019-01-28T17:55:49Z,2025-08-19T14:36:31Z,C++,897,0,1113,717
k3s-io/k3s,2018-05-31T01:37:46Z,2025-08-19T19:43:08Z,Go,4067,885,6933,6807
anthropics/claude-code,2025-02-22T17:41:21Z,2025-08-19T19:45:18Z,TypeScript,58,0,5968,3091
utmapp/UTM,2019-04-12T16:09:24Z,2025-08-19T19:38:50Z,Swift,266,122,3416,2537
symfony/symfony,2010-01-04T14:21:21Z,2025-08-19T15:49:27Z,PHP,24262,555,21229,20668
nextcloud/server,2016-06-02T07:44:14Z,2025-08-19T19:17:11Z,PHP,28138,349,20197,17936
influxdata/influxdb,2013-09-26T14:31:10Z,2025-08-19T14:04:13Z,Rust,10594,93,14009,11954
parallax/jsPDF,2009-12-06T14:56:32Z,2025-08-19T19:22:41Z,JavaScript,717,35,2559,2444
microsoft/Data-Science-For-Beginners,2021-03-03T16:30:15Z,2025-08-19T18:23:21Z,Jupyter Notebook,308,0,119,95
huggingface/diffusers,2022-05-30T16:04:02Z,2025-08-19T20:23:03Z,Python,4993,85,4969,4411
ascoders/weekly,2017-03-20T06:10:04Z,2025-08-19T19:45:01Z,JavaScript,136,193,366,363
webtorrent/webtorrent,2013-10-15T08:16:40Z,2025-08-19T17:30:49Z,JavaScript,963,228,1663,1598
openai/CLIP,2020-12-16T11:24:42Z,2025-08-19T19:40:34Z,Jupyter Notebook,28,0,435,193
fabricjs/fabric.js,2010-06-09T22:24:38Z,2025-08-19T14:01:55Z,TypeScript,2343,174,6183,5761
layui/layui,2015-09-22T08:12:03Z,2025-08-19T06:07:47Z,JavaScript,590,158,1362,1296
Binaryify/NeteaseCloudMusicApi,2016-06-22T11:58:03Z,2025-08-19T06:49:18Z,,292,0,1337,1190
facebook/rocksdb,2012-11-30T06:16:18Z,2025-08-19T18:32:49Z,C++,609,206,3405,2636
gkd-kit/gkd,2023-07-04T03:59:15Z,2025-08-19T19:41:12Z,Kotlin,6,53,661,648
medusajs/medusa,2020-01-18T13:39:04Z,2025-08-19T18:48:32Z,TypeScript,7443,128,3262,3161
iawia002/lux,2018-02-24T11:29:03Z,2025-08-19T18:40:59Z,Go,300,86,1059,540
TriliumNext/Trilium,2017-05-23T00:30:20Z,2025-08-19T20:13:28Z,TypeScript,604,334,4564,3488
tqdm/tqdm,2015-06-03T13:13:14Z,2025-08-19T15:32:17Z,Python,287,131,1026,587
docsifyjs/docsify,2016-11-20T07:55:43Z,2025-08-19T19:08:00Z,JavaScript,730,15,1287,1198
linexjlin/GPTs,2023-11-11T03:24:16Z,2025-08-19T10:43:53Z,,42,0,28,21
umami-software/umami,2020-07-17T07:59:00Z,2025-08-19T17:29:42Z,TypeScript,799,99,1835,1761
joshbuchea/HEAD,2016-04-20T20:05:37Z,2025-08-19T03:25:47Z,,86,0,93,73
alpinejs/alpine,2019-11-28T13:51:55Z,2025-08-19T20:04:07Z,HTML,657,137,612,612
AMAI-GmbH/AI-Expert-Roadmap,2020-10-24T21:49:40Z,2025-08-19T17:49:21Z,JavaScript,13,0,66,46
numpy/numpy,2010-09-13T23:02:39Z,2025-08-19T18:48:06Z,Python,13085,132,13492,11391
exo-explore/exo,2024-06-24T18:36:22Z,2025-08-19T19:31:45Z,Python,207,12,506,146
s0md3v/roop,2023-05-28T14:37:54Z,2025-08-19T18:40:33Z,Python,80,6,0,0
sequelize/sequelize,2010-07-22T07:11:11Z,2025-08-19T12:27:24Z,TypeScript,4961,487,10402,9511
tatsu-lab/stanford_alpaca,2023-03-10T23:33:09Z,2025-08-19T15:40:43Z,Python,5,0,268,98
OWASP/CheatSheetSeries,2018-12-21T14:26:43Z,2025-08-19T20:22:08Z,Python,1076,0,528,487
OAI/OpenAPI-Specification,2014-03-03T16:53:36Z,2025-08-19T17:30:51Z,Markdown,1573,12,2364,2219
DioxusLabs/dioxus,2021-01-15T01:57:26Z,2025-08-19T19:43:22Z,Rust,1757,25,2052,1616
transloadit/uppy,2015-11-16T12:32:33Z,2025-08-19T14:18:54Z,TypeScript,3099,196,2448,2291
GyulyVGC/sniffnet,2022-07-31T21:55:56Z,2025-08-19T19:31:31Z,Rust,430,14,280,239
chinabugotech/hutool,2014-04-13T07:23:51Z,2025-08-19T14:35:29Z,Java,450,152,2984,2980
Lightning-AI/pytorch-lightning,2019-03-31T00:45:57Z,2025-08-19T20:03:14Z,Python,9081,167,7398,6479
pathwaycom/llm-app,2023-07-19T08:43:37Z,2025-08-19T19:20:42Z,Jupyter Notebook,47,0,17,12
VincentGarreau/particles.js,2014-09-06T14:29:47Z,2025-08-19T18:34:03Z,JavaScript,21,6,411,106
tinygrad/tinygrad,2020-10-18T16:23:12Z,2025-08-19T19:51:59Z,Python,7912,12,973,844
surrealdb/surrealdb,2021-12-09T15:03:29Z,2025-08-19T19:35:33Z,Rust,2141,92,2156,1471
drizzle-team/drizzle-orm,2021-06-24T09:03:05Z,2025-08-19T18:44:58Z,TypeScript,610,146,3126,1693
square/leakcanary,2015-04-29T23:54:16Z,2025-08-19T04:59:31Z,Kotlin,921,43,1636,1510
foundation/foundation-sites,2011-10-13T23:05:42Z,2025-08-17T23:06:07Z,HTML,2958,79,8235,8179
herrbischoff/awesome-macos-command-line,2015-09-22T19:37:55Z,2025-08-19T17:47:20Z,,104,0,0,0
jobbole/awesome-python-cn,2015-11-03T09:50:50Z,2025-08-19T11:04:18Z,Makefile,51,0,31,18
DevToys-app/DevToys,2021-09-29T01:40:41Z,2025-08-19T18:21:30Z,C#,497,38,933,658
restic/restic,2014-04-27T14:07:58Z,2025-08-19T20:03:56Z,Go,2184,48,2815,2392
AdguardTeam/AdGuardHome,2016-07-06T10:31:47Z,2025-08-19T18:54:45Z,Go,124,213,5761,4630
vuejs/vue-cli,2015-12-26T23:11:20Z,2025-08-18T12:11:34Z,JavaScript,1258,177,5497,4563
cheeriojs/cheerio,2011-10-09T04:23:20Z,2025-08-19T20:05:16Z,TypeScript,2839,61,1220,1199
facebook/folly,2012-06-01T20:49:04Z,2025-08-19T17:25:30Z,C++,13,254,1224,931
nothings/stb,2014-05-25T16:51:23Z,2025-08-19T19:02:07Z,C,288,0,893,694
trailofbits/algo,2016-05-15T03:42:48Z,2025-08-19T06:44:53Z,Python,575,2,1619,1534
wailsapp/wails,2018-12-15T23:14:06Z,2025-08-19T19:49:37Z,Go,1503,242,2121,1859
JushBJJ/Mr.-Ranedeer-AI-Tutor,2023-03-31T12:37:26Z,2025-08-19T16:30:24Z,,18,3,47,34
apolloconfig/apollo,2016-03-04T10:24:23Z,2025-08-19T08:40:43Z,Java,1449,41,3352,3212
microsoft/WSL,2016-04-06T17:32:56Z,2025-08-19T12:44:14Z,C++,135,94,11729,10707
vbenjs/vue-vben-admin,2020-07-11T02:29:21Z,2025-08-19T18:15:57Z,Vue,1634,60,3593,3469
hyprwm/Hyprland,2022-03-16T19:49:13Z,2025-08-19T20:19:54Z,C++,1879,96,7269,7209
nicolargo/glances,2011-12-04T08:49:15Z,2025-08-19T18:52:56Z,Python,743,51,2057,1932
elsewhencode/project-guidelines,2017-06-30T10:17:55Z,2025-08-19T13:21:45Z,JavaScript,113,0,38,29
motiondivision/motion,2018-11-16T09:48:38Z,2025-08-19T14:39:55Z,TypeScript,1061,0,1857,1570
react-boilerplate/react-boilerplate,2015-02-18T14:36:32Z,2025-08-19T16:16:42Z,JavaScript,715,16,1909,1823
aosabook/500lines,2013-11-04T02:02:53Z,2025-08-19T10:21:20Z,JavaScript,175,0,70,41
ariya/phantomjs,2010-12-27T08:18:58Z,2025-08-19T16:38:27Z,C++,562,0,4745,4731
mantinedev/mantine,2021-01-07T14:02:19Z,2025-08-19T17:16:14Z,TypeScript,1489,271,3241,3218
pmndrs/react-three-fiber,2019-02-25T14:31:51Z,2025-08-19T20:24:52Z,TypeScript,650,125,1120,1040
encode/django-rest-framework,2011-03-02T17:13:56Z,2025-08-19T20:14:07Z,Python,3020,21,3945,3887
IanLunn/Hover,2014-01-02T14:27:35Z,2025-08-18T21:14:15Z,SCSS,23,10,107,83
heyverse/hey,2022-03-19T15:01:46Z,2025-08-19T04:43:52Z,TypeScript,3765,0,0,0
tokio-rs/tokio,2016-09-09T22:31:36Z,2025-08-19T18:38:57Z,Rust,3596,138,2518,2184
AllThingsSmitty/css-protips,2015-08-29T12:29:03Z,2025-08-19T16:09:06Z,,73,0,62,61
standard/standard,2015-01-27T01:23:31Z,2025-08-19T19:01:16Z,JavaScript,411,7,1232,1122
alibaba/canal,2013-01-13T10:59:52Z,2025-08-19T15:29:50Z,Java,473,32,4729,3571
GoogleChrome/lighthouse,2016-03-08T01:03:11Z,2025-08-19T15:20:41Z,JavaScript,5465,125,9181,8690
danny-avila/LibreChat,2023-02-12T01:06:52Z,2025-08-19T20:18:29Z,TypeScript,2128,58,3253,3094
hashicorp/consul,2013-11-04T22:15:27Z,2025-08-19T16:09:22Z,Go,13729,217,5537,4270
ageron/handson-ml2,2019-01-08T03:49:07Z,2025-08-19T16:09:21Z,Jupyter Notebook,64,0,517,300
lukehoban/es6features,2014-03-03T18:29:30Z,2025-08-18T18:59:44Z,,41,0,57,36
xuxueli/xxl-job,2015-11-28T12:59:34Z,2025-08-19T16:11:01Z,Java,113,38,3230,3008
realpython/python-guide,2011-03-15T03:24:20Z,2025-08-19T11:45:32Z,Batchfile,683,0,279,180
iperov/DeepFaceLive,2020-12-15T12:19:22Z,2025-08-19T17:31:23Z,Python,13,35,144,143
GorvGoyl/Clone-Wars,2020-12-02T11:10:16Z,2025-08-19T15:27:59Z,,130,0,82,70
spf13/viper,2014-04-02T14:33:33Z,2025-08-19T20:24:42Z,Go,507,34,902,490
firecracker-microvm/firecracker,2017-10-19T06:18:47Z,2025-08-19T20:05:54Z,Rust,3183,78,1453,1401
keycloak/keycloak,2013-07-02T13:38:51Z,2025-08-19T20:13:46Z,Java,17509,86,15228,13244
kodecocodes/swift-algorithm-club,2016-01-26T17:56:12Z,2025-08-18T04:15:07Z,Swift,610,0,215,183
google-research/tuning_playbook,2023-01-18T23:32:32Z,2025-08-19T20:23:22Z,,14,0,45,34
sampotts/plyr,2015-02-14T11:33:07Z,2025-08-19T19:25:17Z,JavaScript,384,88,2103,1221
XIU2/TrackersListCollection,2019-10-03T15:55:07Z,2025-08-19T16:10:45Z,,7,0,0,0
composer/composer,2011-06-08T08:53:00Z,2025-08-19T20:20:37Z,PHP,2944,214,7875,7753
CSSEGISandData/COVID-19,2020-02-04T22:03:53Z,2025-08-19T05:21:18Z,,2152,0,3759,2079
refined-github/refined-github,2016-02-15T16:45:02Z,2025-08-19T17:56:10Z,TypeScript,3427,173,4511,4371
ajeetdsouza/zoxide,2020-03-05T13:11:40Z,2025-08-19T20:17:58Z,Rust,226,36,682,580
wuyouzhuguli/SpringAll,2018-05-02T02:48:44Z,2025-08-19T10:37:24Z,Java,1,0,48,27
meta-llama/llama3,2024-03-15T17:57:00Z,2025-08-19T16:56:33Z,Python,23,0,293,119
postcss/postcss,2013-09-24T23:06:48Z,2025-08-19T19:37:49Z,TypeScript,759,268,1025,998
pmndrs/react-spring,2018-03-07T15:39:32Z,2025-08-19T17:20:29Z,TypeScript,437,52,1259,1143
Pierian-Data/Complete-Python-3-Bootcamp,2018-02-12T19:30:10Z,2025-08-19T17:12:17Z,Jupyter Notebook,12,0,369,225
tastejs/todomvc,2011-06-03T19:56:33Z,2025-08-19T18:47:26Z,JavaScript,760,6,784,661
dragonflydb/dragonfly,2021-12-11T10:00:42Z,2025-08-19T16:21:43Z,C++,3312,107,1840,1578
StevenBlack/hosts,2012-04-12T20:22:50Z,2025-08-19T20:11:16Z,Python,486,780,2112,1999
alibaba/spring-cloud-alibaba,2017-12-01T20:49:15Z,2025-08-19T13:18:09Z,Java,1076,48,2500,2300
wesbos/JavaScript30,2016-12-07T19:15:31Z,2025-08-19T16:56:01Z,HTML,153,0,0,0
cfenollosa/os-tutorial,2014-09-29T08:39:34Z,2025-08-19T16:36:37Z,C,11,0,180,105
Ebazhanov/linkedin-skill-assessments-quizzes,2019-07-13T19:52:56Z,2025-08-18T12:11:35Z,,5638,1,891,807
kenwheeler/slick,2014-03-24T02:10:05Z,2025-08-19T17:53:53Z,JavaScript,258,48,3620,2421
statelyai/xstate,2015-09-14T15:04:15Z,2025-08-19T19:22:53Z,TypeScript,1973,441,1395,1288
kovidgoyal/kitty,2016-10-16T14:48:28Z,2025-08-19T17:37:30Z,Python,1131,128,6271,6261
feder-cr/Jobs_Applier_AI_Agent_AIHawk,2024-08-04T12:15:06Z,2025-08-19T16:44:29Z,Python,185,0,674,663
ZuzooVn/machine-learning-for-software-engineers,2016-10-09T21:20:25Z,2025-08-19T17:09:25Z,,60,0,26,9
immerjs/immer,2017-12-29T12:25:47Z,2025-08-19T08:47:57Z,JavaScript,374,109,668,633
grafana/k6,2016-03-21T15:30:24Z,2025-08-19T20:04:37Z,Go,2157,77,2389,1671
microsoft/qlib,2020-08-14T06:46:00Z,2025-08-19T20:17:47Z,Python,725,23,980,724
PostHog/posthog,2020-01-23T22:46:58Z,2025-08-19T20:12:15Z,Python,24969,18,7680,5549
AvaloniaUI/Avalonia,2013-12-05T20:13:21Z,2025-08-19T20:11:14Z,C#,5314,110,7867,6156
donnemartin/data-science-ipython-notebooks,2015-01-23T19:38:29Z,2025-08-19T18:06:25Z,Python,31,0,41,22
shengxinjing/programmer-job-blacklist,2016-06-25T06:09:10Z,2025-08-19T17:11:21Z,Shell,28,0,338,181
valinet/ExplorerPatcher,2021-08-09T14:17:24Z,2025-08-19T15:24:05Z,C,18,288,2462,2189
vercel/turborepo,2021-10-05T17:37:11Z,2025-08-19T15:21:03Z,Rust,6221,496,1935,1806
vuejs/vuex,2015-07-16T04:21:26Z,2025-08-19T03:28:56Z,JavaScript,656,51,1266,1167
sunface/rust-course,2018-08-07T05:01:21Z,2025-08-19T16:28:19Z,Rust,783,0,209,149
continuedev/continue,2023-05-24T03:39:39Z,2025-08-19T19:45:37Z,TypeScript,2808,382,3652,2919
jumpserver/jumpserver,2014-07-04T03:54:59Z,2025-08-19T19:38:45Z,Python,7529,249,7313,7278
openai/openai-python,2020-10-25T23:23:54Z,2025-08-19T16:53:24Z,Python,993,318,1077,989
codepath/android_guides,2013-06-19T10:24:45Z,2025-08-19T16:08:06Z,,9,0,381,219
helm/helm,2015-10-06T01:07:32Z,2025-08-19T19:47:30Z,Go,4107,215,8140,7666
containers/podman,2017-11-01T15:01:27Z,2025-08-19T18:13:36Z,Go,11697,228,10026,9244
openssl/openssl,2013-01-15T22:34:48Z,2025-08-19T19:51:41Z,C,145,283,10746,9085
jamiebuilds/the-super-tiny-compiler,2016-03-11T04:19:18Z,2025-08-19T08:06:30Z,JavaScript,20,0,0,0
telegramdesktop/tdesktop,2014-05-02T12:36:31Z,2025-08-19T18:52:05Z,C++,1745,798,15236,14354
viraptor/reverse-interview,2019-09-08T13:38:40Z,2025-08-19T20:02:32Z,,75,0,25,18
MichaelCade/90DaysOfDevOps,2021-12-26T13:55:18Z,2025-08-19T15:21:23Z,Shell,358,2,89,80
VSCodium/vscodium,2018-08-13T14:26:58Z,2025-08-19T15:12:54Z,Shell,549,239,1508,1389
eugeneyan/applied-ml,2020-07-04T18:57:47Z,2025-08-19T10:43:30Z,,208,0,24,22
caolan/async,2010-06-01T21:01:30Z,2025-08-18T03:19:46Z,JavaScript,558,7,1142,1132
GitbookIO/gitbook,2014-03-31T03:01:56Z,2025-08-19T16:29:57Z,TypeScript,1290,75,1910,1880
linera-io/linera-protocol,2021-12-19T04:09:21Z,2025-08-19T18:10:02Z,Rust,2669,18,1239,755
LizardByte/Sunshine,2021-12-15T23:38:57Z,2025-08-19T19:31:35Z,C++,1469,43,1061,983
digitalocean/nginxconfig.io,2018-01-05T14:21:14Z,2025-08-18T22:47:45Z,JavaScript,191,0,239,184
alibaba/druid,2011-11-03T05:12:51Z,2025-08-19T07:02:24Z,Java,1517,51,4536,2285
jashkenas/backbone,2010-09-30T19:41:28Z,2025-08-19T15:29:19Z,JavaScript,881,0,2406,2364
NginxProxyManager/nginx-proxy-manager,2017-12-20T23:01:16Z,2025-08-19T19:34:36Z,JavaScript,526,77,2997,2083
dnSpy/dnSpy,2015-07-01T16:05:10Z,2025-08-19T15:24:58Z,C#,53,1,0,0
swagger-api/swagger-ui,2011-07-15T22:56:39Z,2025-08-19T11:22:46Z,JavaScript,3306,376,5636,4426
acheong08/ChatGPT,2022-12-03T14:35:24Z,2025-08-19T15:09:35Z,Python,292,277,803,792
zhiwehu/Python-programming-exercises,2012-06-14T07:56:46Z,2025-08-19T18:04:04Z,,0,0,85,17
python-telegram-bot/python-telegram-bot,2015-07-07T15:30:39Z,2025-08-19T19:10:34Z,Python,1636,127,2279,2264
mobxjs/mobx,2015-03-14T14:31:38Z,2025-08-19T15:08:46Z,TypeScript,1152,113,1971,1914
JedWatson/react-select,2014-08-26T04:27:45Z,2025-08-19T12:55:45Z,TypeScript,1054,61,3629,3249
datalab-to/marker,2023-10-30T20:14:08Z,2025-08-19T20:24:19Z,Python,195,62,556,291
nagadomi/waifu2x,2015-05-17T07:29:15Z,2025-08-19T17:30:57Z,Lua,68,3,368,216
aquasecurity/trivy,2019-04-11T01:01:07Z,2025-08-19T20:20:30Z,Go,3178,171,2909,2750
ChartsOrg/Charts,2015-03-20T10:49:12Z,2025-08-19T17:08:18Z,Swift,427,38,4278,3388
lenve/vhr,2018-01-04T08:57:51Z,2025-08-19T14:18:10Z,Java,1,0,254,97
google/python-fire,2017-02-21T21:35:07Z,2025-08-19T14:47:56Z,Python,135,12,332,207
tailwindlabs/headlessui,2020-09-16T09:53:09Z,2025-08-19T14:31:35Z,TypeScript,619,127,1398,1288
qianguyihao/Web,2017-01-03T11:44:33Z,2025-08-19T08:57:33Z,,0,0,226,156
frappe/erpnext,2011-06-08T08:20:56Z,2025-08-19T18:11:43Z,Python,26430,1000,16761,14500
geekcompany/ResumeSample,2014-09-08T08:08:13Z,2025-08-19T09:12:48Z,,2,0,0,0
michalsnik/aos,2015-07-09T17:49:00Z,2025-08-19T15:23:52Z,JavaScript,38,0,704,360
t3-oss/create-t3-app,2022-05-24T13:31:01Z,2025-08-19T20:14:01Z,TypeScript,1114,138,738,675
nginx/nginx,2015-06-23T10:26:27Z,2025-08-19T15:31:54Z,C,95,8,345,172
raysan5/raylib,2013-10-24T15:46:04Z,2025-08-19T19:51:02Z,C,2158,24,2028,2004
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,2013-01-14T15:46:28Z,2025-08-19T18:46:08Z,Jupyter Notebook,243,0,247,90
getredash/redash,2013-10-28T13:19:39Z,2025-08-19T13:58:29Z,Python,3255,100,2572,1956
kingToolbox/WindTerm,2019-10-09T19:56:09Z,2025-08-19T19:29:52Z,C,1,32,2741,564
YMFE/yapi,2016-05-30T09:09:09Z,2025-08-19T16:42:18Z,JavaScript,141,1,2458,922
sxyazi/yazi,2023-07-08T11:45:55Z,2025-08-19T19:47:52Z,Rust,952,27,1409,1369
BerriAI/litellm,2023-07-27T00:09:52Z,2025-08-19T19:45:49Z,Python,5287,985,6517,5662
JaidedAI/EasyOCR,2020-03-14T11:46:39Z,2025-08-19T16:37:19Z,Python,177,23,1071,605
flameshot-org/flameshot,2017-05-10T19:44:51Z,2025-08-19T16:50:55Z,C++,964,30,2753,2085
tj/commander.js,2011-08-14T21:33:58Z,2025-08-19T16:29:22Z,JavaScript,827,83,1138,1131
imDazui/Tvlist-awesome-m3u-m3u8,2017-02-18T03:59:25Z,2025-08-19T09:17:00Z,,1,0,73,49
svc-develop-team/so-vits-svc,2023-03-10T09:31:09Z,2025-08-19T15:58:18Z,Python,153,0,130,109
